Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
NONREF000167;Magasinier;1;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
NONREF000176;Mécaniciens;11;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/1/2025;Janvier;T1
NONREF000177;Mécaniciens;11;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
NONREF000200;Réparateur de pneus;1;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/1/2025;Janvier;T1
NONREF000201;Réparateur de pneus;1;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
NONREF000234;Soudeurs;3;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/1/2025;Janvier;T1
NONREF000235;Soudeurs;3;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/2/2025;Février;T1
NONREF000248;Tolier;1;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/1/2025;Janvier;T1
JOB250000960;CHEF DE SERVICE MANUTENTION;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250000970;INGENIEUR GENIE CIVIL;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250000971;INGENIEUR TOPOGRAPHE;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250000972;CONDUCTEURS DES TRAVAUX;2;"Bâtiment, Travaux Publics & Aménagement du Territoire";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250001183;Chauffeur ;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/5/2025;Mai;T2
JOB250001420;Chef de ServiceManutention;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001422;Chauffeur ;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001423;POINTEUR;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001425;Réparateur de Pneus;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001426;MAGASINIER ;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001427;TREUILLISTES;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/6/2025;Juin;T2
JOB250001667;"Commis Confection Manifestes, Mouvement des Navires";1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001668;Chauffeur Poids Lourds;32;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001669;MECANICIEN;11;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001670;Electricien;7;"Énergie, Environnement & Eau";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001671;Soudeur;6;"Industrie, Production & Maintenance";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001672;TOLIER;2;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001673;POINTEUR;2;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001674;réparateur de pneus;2;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001675;MAGASINIER ;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001676;TREUILLISTES;6;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001915;Chef du Service Immobilier;1;Immobilier;SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250001986;Chauffeur Poids Lourds;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/8/2025;Août;T3
JOB250001987;MECANICIEN;1;"Industrie, Production & Maintenance";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/8/2025;Août;T3
JOB250001988;MECANICIEN;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/8/2025;Août;T3
JOB250001990;Electricien;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/8/2025;Août;T3
JOB250001991;Soudeur;1;"Industrie, Production & Maintenance";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/8/2025;Août;T3
JOB250002001;Soudeur;3;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250002003;POINTEUR;2;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250002004;réparateur de pneus;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250002008;MAGASINIER ;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250002157;Ingénieur Travaux;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;8/9/2025;Septembre;T3
JOB250002158;IngénieurMécanique;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;8/9/2025;Septembre;T3
JOB250002159;Chef Mécanicien;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;8/9/2025;Septembre;T3
JOB250002161;Chef du Service Manutention;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;8/9/2025;Septembre;T3
JOB250002231;Chauffeur Poids Lourds;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002233;MECANICIEN;1;"Industrie, Production & Maintenance";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002235;Electricien;1;"Énergie, Environnement & Eau";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002236;Electricien;1;"Énergie, Environnement & Eau";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002238;POINTEUR;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002239;MAGASINIER ;1;"Commerce, Vente, Marketing & Distribution";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002241;TOLIER;1;"Transport, Logistique & Supply Chain";SOCOTRANS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250001927;Responsable Marketing et Communication;1;"Communication, Médias & Événementiel";SOFATT INDUSTRIE S.A;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;12/8/2025;Août;T3
JOB250001928;Agent de Production;1;Agriculture & Industrie Agroalimentaire;SOFATT INDUSTRIE S.A;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;12/8/2025;Août;T3
JOB250000846;COMPTABLE ;1;"Transport, Logistique & Supply Chain";SOGENA CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/3/2025;Mars;T1
JOB250000904;AGENT DE TRANSIT;1;"Transport, Logistique & Supply Chain";SOGENA CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;28/3/2025;Mars;T1
JOB250001649;AGENT DE FACTURATION ET DE SAISIE;1;"Transport, Logistique & Supply Chain";SOGENA CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;8/7/2025;Juillet;T3
JOB250000862;COMMERCIAL ;1;"Communication, Médias & Événementiel";SOMEDIA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;17/3/2025;Mars;T1
NONREF000089;Commercial;1;"Conseil, Stratégie & Gestion des Ressources Humaines";SOMEDIA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;17/1/2025;Janvier;T1
JOB250001628;COMMERCIAL ;1;"Commerce, Vente, Marketing & Distribution";SOMEDIA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/7/2025;Juillet;T3
JOB250002762;Community Manager;1;"Communication, Médias & Événementiel";SOMEDIA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2/12/2025;Décembre;T4
NONREF000071;Chauffeurs citerne;2;"Transport, Logistique & Supply Chain";SOTRA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/1/2025;Janvier;T1
JOB250000888;AGENT HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";SOTRA ;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
JOB250000953;Chauffeur ;2;"Transport, Logistique & Supply Chain";SOTRA ;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/4/2025;Avril;T2
JOB250001429;Chauffeur ;1;"Transport, Logistique & Supply Chain";SOTRA ;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;17/6/2025;Juin;T2
JOB250002488;Chauffeur Citerne;1;"Transport, Logistique & Supply Chain";SOTRA ;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/10/2025;Octobre;T4
JOB250002314;Chauffeur Grutier;1;"Transport, Logistique & Supply Chain";SOUTH - OFFSHORE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/9/2025;Septembre;T3
JOB250002737;GESTIONNAIRE IMMOBILIER;1;Immobilier;ST BUSINESS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/11/2025;Novembre;T4
NONREF000116;Directeur Adm Fet RH;1;"Conseil, Stratégie & Gestion des Ressources Humaines";STE SINO-CGLAISE D'IN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/2/2025;Février;T1
NONREF000117;Directeur commercial et log;1;"Pétrole, Gaz & Hydrocarbures";STE SINO-CGLAISE D'IN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/2/2025;Février;T1
NONREF000124;Directeur technique;1;"Pétrole, Gaz & Hydrocarbures";STE SINO-CGLAISE D'IN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/2/2025;Février;T1
NONREF000092;Commercial terrain;4;Nettoyage & Blanchisserie;STEAM-ECO CLEANING;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/2/2025;Février;T1
NONREF000140;Gestionnairede stock;1;Nettoyage & Blanchisserie;STEAM-ECO CLEANING;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/2/2025;Février;T1
JOB250002101;Superviseur Commercial Grands Comptes( bureau direct & bancassurance) ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";SUNU ASSURANCES IARD CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2/9/2025;Septembre;T3
JOB250002490;Responsable Expérience Client;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";SUNU ASSURANCES IARD CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/10/2025;Octobre;T4
JOB250002491;Responsable Communication et Relations;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";SUNU ASSURANCES IARD CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/10/2025;Octobre;T4
JOB250001837;RESPONSABLE MARKETING;1;"Commerce, Vente, Marketing & Distribution";SUPER SONIC;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;1/8/2025;Août;T3
JOB250001839;Chef d'Agence ;1;"Commerce, Vente, Marketing & Distribution";SUPER SONIC;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;1/8/2025;Août;T3
JOB250001841;Responsable Logistique;1;"Transport, Logistique & Supply Chain";SUPER SONIC;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;1/8/2025;Août;T3
JOB250001304;Responsable QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";SUTTER ET PEARCE- LAWAYS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/6/2025;Juin;T2
JOB250001332;CHEF TRANSIT;1;"Transport, Logistique & Supply Chain";SUTTER ET PEARCE- LAWAYS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/6/2025;Juin;T2
NONREF000041;Assistante juridique junior;1;"Conseil, Stratégie & Gestion des Ressources Humaines";SUTTER& PEARCE-LAWAYS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/2/2025;Février;T1
NONREF000049;Assistante RH junior;1;"Conseil, Stratégie & Gestion des Ressources Humaines";SUTTER& PEARCE-LAWAYS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;5/2/2025;Février;T1
STG250002311;Stagiaire Commercial;1;"Commerce, Vente, Marketing & Distribution";SYNERGIES BUSINESS CONGO ;Entreprise Privée;DIVENIE;Stages Classiques;Stage professionnel;25/9/2025;Septembre;T3
NONREF000243;Technicien IT;1;"Informatique, Data, Télécommunications & Digital";SYSCREEN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/2/2025;Février;T1
NONREF000082;Chef de projet;1;"Conseil, Stratégie & Gestion des Ressources Humaines";SYSGREEN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/1/2025;Janvier;T1
JOB250002319;Technicien SupportIT;1;"Informatique, Data, Télécommunications & Digital";SYSGREEN;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;29/9/2025;Septembre;T3
JOB250002434;Conducteur en Ligne;1;"Énergie, Environnement & Eau";TANK SERVICES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/10/2025;Octobre;T4
NONREF000404;Chef de Projet Bâtiment TCE;1;"Bâtiment, Travaux Publics & Aménagement du Territoire";Tauly conseils;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-24;Décembre;T4
NONREF000405;"Ingénieur MEP (Mechanical, Electrical, and Plumbing)";1;"Bâtiment, Travaux Publics & Aménagement du Territoire";Tauly conseils;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2025-12-24;Décembre;T4
NONREF000040;Assistante en RH;1;"Conseil, Stratégie & Gestion des Ressources Humaines";TELEMA GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/1/2025;Janvier;T1
NONREF000063;Chauffeur;1;ONG & Social;TELEMA GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/1/2025;Janvier;T1
NONREF000097;Comptable;1;ONG & Social;TELEMA GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/1/2025;Janvier;T1
JOB250001726;TUYAUTEURS;5;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/7/2025;Juillet;T3
JOB250001727;Soudeurs Argonistes;5;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/7/2025;Juillet;T3
JOB250001728;CHAUDRONNIERS;3;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/7/2025;Juillet;T3
JOB250001731;Peintre ;3;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/7/2025;Juillet;T3
JOB250001734;Technicien HSE;2;"Assurance Qualité, Contrôle, Testing (QHSE)";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/7/2025;Juillet;T3
JOB250001738;SUPERVISEUR HSE ;1;"Assurance Qualité, Contrôle, Testing (QHSE)";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001740;MECANICIEN;3;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001741;Superviseur Mécanicien;1;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001747;Manœuvre;2;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001749;Qualiticiens Certifiés;2;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001750;Interprètes Anglais-Français-Chinois;2;"Industrie, Production & Maintenance";TELEMA -GROUP;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/7/2025;Juillet;T3
JOB250001352;Directeur Gestion durable;1;"Conseil, Stratégie & Gestion des Ressources Humaines";THANRY CONGO;Entreprise Privée;Lkouala;Emploi Durable;CDI;10/6/2025;Juin;T2
STG250001418;Stage assistant aménagement et certification;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Stages Classiques;Stage professionnel;14/6/2025;Juin;T2
STG250000939;Stage assistant administratif;1;"Conseil, Stratégie & Gestion des Ressources Humaines";THANRY CONGO;Entreprise Privée;OUESSO;Stages Classiques;Stage professionnel;15/4/2025;Avril;T2
STG250000920;Stage Assistant Cartographe;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Stages Classiques;Stage professionnel;1/4/2025;Avril;T2
JOB250001882;Chauffeur grumier;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;Lkouala;Emploi Temporaire;CDD;7/8/2025;Août;T3
JOB250001950;Responsable Bureau;1;"Conseil, Stratégie & Gestion des Ressources Humaines";THANRY CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;13/8/2025;Août;T3
JOB250002066;Infirmier diplômé d'état;1;"Santé, Pharmacie & Recherche Scientifique";THANRY CONGO;Entreprise Privée;Lkouala;Emploi Durable;CDI;29/8/2025;Août;T3
JOB250002075;Vendeur en pharmacie;1;"Santé, Pharmacie & Recherche Scientifique";THANRY CONGO;Entreprise Privée;Lkouala;Emploi Durable;CDI;30/8/2025;Août;T3
JOB250002076;Sage-Femme;1;"Santé, Pharmacie & Recherche Scientifique";THANRY CONGO;Entreprise Privée;Lkouala;Emploi Durable;CDI;30/8/2025;Août;T3
JOB250002224;Responsable social externe;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;12/9/2025;Septembre;T3
JOB250002621;Contrôleur activités illégales;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002622;Chef d'équipe activités illégales;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Temporaire;CDD;7/11/2025;Novembre;T4
JOB250002623;Responsable HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;7/11/2025;Novembre;T4
JOB250002624;Responsable HSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;7/11/2025;Novembre;T4
JOB250002692;Adjoint du chef du personnel;1;"Conseil, Stratégie & Gestion des Ressources Humaines";THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;21/11/2025;Novembre;T4
JOB250002700;Assistant social externe;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;22/11/2025;Novembre;T4
JOB250002818;Responsable cuisine;1;"Communication, Médias & Événementiel";THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;12/12/2025;Décembre;T4
JOB250002819;Scieur de tête;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;12/12/2025;Décembre;T4
JOB250002820;Responsable Garage;1;Exploitation Forestière & Bois;THANRY CONGO;Entreprise Privée;OUESSO;Emploi Durable;CDI;12/12/2025;Décembre;T4
JOB250002542;Directeur de Projet;1;Gestion Administrative;TLC CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;29/10/2025;Octobre;T4
JOB250000879;GESTIONNAIRE DE PARC AUTO;1;"Commerce, Vente, Marketing & Distribution";TOP CHINE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;19/3/2025;Mars;T1
NONREF000087;Commercial;1;"Commerce, Vente, Marketing & Distribution";TOP CHINE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/1/2025;Janvier;T1
JOB250001536;AIDE MECANICIEN;1;"Commerce, Vente, Marketing & Distribution";TOP CHINE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/6/2025;Juin;T2
JOB250002290;Chauffeur Poids Léger;1;"Transport, Logistique & Supply Chain";TOP CHINE;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/9/2025;Septembre;T3
JOB250002356;Assistant de Direction;1;"Pétrole, Gaz & Hydrocarbures";TOTAL ENERGIES MARKETING CONGO SA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;6/10/2025;Octobre;T4
JOB250002357;COMPTABLE ;1;"Pétrole, Gaz & Hydrocarbures";TOTAL ENERGIES MARKETING CONGO SA;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;7/10/2025;Octobre;T4
JOB250000901;Chef de Secteur Young Graduate ;1;"Commerce, Vente, Marketing & Distribution";TotalEnergies EP Congo;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;28/3/2025;Mars;T1
JOB250000902;CHEF DE SECTEUR ;1;"Commerce, Vente, Marketing & Distribution";TotalEnergies EP Congo;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;28/3/2025;Mars;T1
JOB250001434;DirecteurAdministratif et Financier;1;"Commerce, Vente, Marketing & Distribution";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/6/2025;Juin;T2
JOB250001435;SUPERVISEURTRANSIT;1;"Transport, Logistique & Supply Chain";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/6/2025;Juin;T2
JOB250001694;AGENT DE TRANSIT;1;"Commerce, Vente, Marketing & Distribution";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
JOB250001696;ASSISTANT TECHNIQUE;1;"Commerce, Vente, Marketing & Distribution";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
JOB250001697;TECHNICO- COMMERCIAL( PSSR JUNIOR);1;"Commerce, Vente, Marketing & Distribution";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
JOB250001698;"AGENT QHSE ( Qualité, Hygiène, Sécurité,Environnement)";1;"Assurance Qualité, Contrôle, Testing (QHSE)";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;15/7/2025;Juillet;T3
JOB250002350;Technicien Junior(Technicien planneur);1;"Commerce, Vente, Marketing & Distribution";TRACTAFRIC EQUIPEMENT CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;3/10/2025;Octobre;T4
JOB250001865;SAISISSANTE EN TRANSIT;1;"Transport, Logistique & Supply Chain";TRANSPORT ET LOCATION (TRANSLO);Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;5/8/2025;Août;T3
JOB250002827;COMPTABLE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";TRANSPORT ET LOCATION (TRANSLO);Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/12/2025;Décembre;T4
JOB250000868;Chauffeur Poids Lourds;1;"Transport, Logistique & Supply Chain";TRANSPORT PETROLIER AFRICAN TPA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/3/2025;Mars;T1
JOB250002072;Chef de Service Juridique;1;Droit et Justice;TRIDENT ENERGY CONGO SAU;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;29/8/2025;Août;T3
JOB250002019;Interprète Chinois ;1;"Pétrole, Gaz & Hydrocarbures";TRIDENT OGX SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;20/8/2025;Août;T3
JOB250000905;SECRETAIRE DE DIRECTION ;1;"Transport, Logistique & Supply Chain";TRIMEX CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;28/3/2025;Mars;T1
